"Date Administered","AgeGroupVacc","7-day_avg_group_cases_per_100k","Administered_Dose1_pct_agegroup","Series_Complete_Pop_pct_agegroup"
"2022 Mar 07 12:00:00 AM","50 - 64 Years","9.95278294432","92.3%","80.7%"
"2022 Mar 07 12:00:00 AM","65+ Years","9.64197779401","95%","89.3%"
"2022 Mar 06 12:00:00 AM","<2 Years","6.58262497869","0%","0%"
"2022 Mar 06 12:00:00 AM","2 - 4 Years","11.24455438488","0%","0%"
"2022 Mar 06 12:00:00 AM","5 - 11 Years","9.11046432724","34%","27.2%"
"2022 Mar 06 12:00:00 AM","12 - 17 Years","9.50177785579","68.3%","58.6%"
"2022 Mar 06 12:00:00 AM","18 - 24 Years","12.45565485738","77.2%","63.2%"
"2022 Mar 06 12:00:00 AM","25 - 49 Years","11.82543710862","81.7%","69.4%"
"2022 Mar 06 12:00:00 AM","50 - 64 Years","9.97889083753","92.3%","80.7%"
"2022 Mar 06 12:00:00 AM","65+ Years","9.98367261634","95%","89.3%"
"2022 Mar 05 12:00:00 AM","<2 Years","6.77706940421","0%","0%"
"2022 Mar 05 12:00:00 AM","2 - 4 Years","11.62114925528","0%","0%"
"2022 Mar 05 12:00:00 AM","5 - 11 Years","9.52779500669","34%","27.2%"
"2022 Mar 05 12:00:00 AM","12 - 17 Years","9.83984219202","68.3%","58.6%"
"2022 Mar 05 12:00:00 AM","18 - 24 Years","12.88442664103","77.2%","63.2%"
"2022 Mar 05 12:00:00 AM","25 - 49 Years","12.08721634348","81.7%","69.4%"
"2022 Mar 05 12:00:00 AM","50 - 64 Years","10.20818624752","92.3%","80.7%"
"2022 Mar 05 12:00:00 AM","65+ Years","10.18002161324","95%","89.3%"
"2022 Mar 04 12:00:00 AM","<2 Years","6.95417483638","0%","0%"
"2022 Mar 04 12:00:00 AM","2 - 4 Years","11.82010503586","0%","0%"
"2022 Mar 04 12:00:00 AM","5 - 11 Years","9.70808587784","34%","27.1%"
"2022 Mar 04 12:00:00 AM","12 - 17 Years","10.01972439796","68.3%","58.6%"
"2022 Mar 04 12:00:00 AM","18 - 24 Years","13.16712292176","77.2%","63.2%"
"2022 Mar 04 12:00:00 AM","25 - 49 Years","12.38973736931","81.7%","69.4%"
"2022 Mar 04 12:00:00 AM","50 - 64 Years","10.43521140592","92.3%","80.7%"
"2022 Mar 04 12:00:00 AM","65+ Years","10.40623257064","95%","89.3%"
"2022 Mar 03 12:00:00 AM","<2 Years","7.18701274719","0%","0%"
"2022 Mar 03 12:00:00 AM","2 - 4 Years","12.28729584206","0%","0%"
"2022 Mar 03 12:00:00 AM","5 - 11 Years","10.06213898134","33.9%","27%"
"2022 Mar 03 12:00:00 AM","12 - 17 Years","10.43373899893","68.3%","58.5%"
"2022 Mar 03 12:00:00 AM","18 - 24 Years","14.02088459902","77.1%","63.1%"
"2022 Mar 03 12:00:00 AM","25 - 49 Years","13.46331001718","81.7%","69.4%"
"2022 Mar 03 12:00:00 AM","50 - 64 Years","11.40483585745","92.3%","80.7%"
"2022 Mar 03 12:00:00 AM","65+ Years","11.30129859016","95%","89.3%"
"2022 Mar 02 12:00:00 AM","<2 Years","8.15056537813","0%","0%"
"2022 Mar 02 12:00:00 AM","2 - 4 Years","13.95532689536","0%","0%"
"2022 Mar 02 12:00:00 AM","5 - 11 Years","11.54112676833","33.9%","26.9%"
"2022 Mar 02 12:00:00 AM","12 - 17 Years","12.03269194058","68.2%","58.5%"
"2022 Mar 02 12:00:00 AM","18 - 24 Years","16.26449086717","77.1%","63.1%"
"2022 Mar 02 12:00:00 AM","25 - 49 Years","15.95385040825","81.6%","69.4%"
"2022 Mar 02 12:00:00 AM","50 - 64 Years","13.55181278045","92.3%","80.7%"
"2022 Mar 02 12:00:00 AM","65+ Years","12.88556808737","95%","89.2%"
"2022 Mar 01 12:00:00 AM","<2 Years","8.71160566324","0%","0%"
"2022 Mar 01 12:00:00 AM","2 - 4 Years","14.86128625338","0%","0%"
"2022 Mar 01 12:00:00 AM","5 - 11 Years","12.06291566839","33.8%","26.9%"
"2022 Mar 01 12:00:00 AM","12 - 17 Years","12.55634902897","68.2%","58.5%"
"2022 Mar 01 12:00:00 AM","18 - 24 Years","17.49171418619","77.1%","63.1%"
"2022 Mar 01 12:00:00 AM","25 - 49 Years","17.12782246958","81.6%","69.4%"
"2022 Mar 01 12:00:00 AM","50 - 64 Years","14.54345867235","92.3%","80.7%"
"2022 Mar 01 12:00:00 AM","65+ Years","13.73227358679","95%","89.2%"
"2022 Feb 28 12:00:00 AM","<2 Years","9.04228503658","0%","0%"
"2022 Feb 28 12:00:00 AM","2 - 4 Years","15.5896065216","0%","0%"
"2022 Feb 28 12:00:00 AM","5 - 11 Years","12.71025531437","33.8%","26.8%"
"2022 Feb 28 12:00:00 AM","12 - 17 Years","13.06116131484","68.2%","58.4%"
"2022 Feb 28 12:00:00 AM","18 - 24 Years","18.01834237471","77.1%","63%"
"2022 Feb 28 12:00:00 AM","25 - 49 Years","17.66209550121","81.6%","69.3%"
"2022 Feb 28 12:00:00 AM","50 - 64 Years","14.97208217141","92.3%","80.6%"
"2022 Feb 28 12:00:00 AM","65+ Years","14.1968516979","95%","89.2%"
"2022 Feb 27 12:00:00 AM","<2 Years","9.51910735394","0%","0%"
"2022 Feb 27 12:00:00 AM","2 - 4 Years","16.87571353181","0%","0%"
"2022 Feb 27 12:00:00 AM","5 - 11 Years","13.82966576503","33.7%","26.7%"
"2022 Feb 27 12:00:00 AM","12 - 17 Years","13.9936935126","68.2%","58.4%"
"2022 Feb 27 12:00:00 AM","18 - 24 Years","18.97185140186","77%","63%"
"2022 Feb 27 12:00:00 AM","25 - 49 Years","18.65114216066","81.6%","69.3%"
"2022 Feb 27 12:00:00 AM","50 - 64 Years","15.57937447013","92.3%","80.6%"
"2022 Feb 27 12:00:00 AM","65+ Years","14.7644932125","95%","89.2%"
"2022 Feb 26 12:00:00 AM","<2 Years","9.84111723061","0%","0%"
"2022 Feb 26 12:00:00 AM","2 - 4 Years","17.32691681993","0%","0%"
"2022 Feb 26 12:00:00 AM","5 - 11 Years","14.03858220625","33.7%","26.7%"
"2022 Feb 26 12:00:00 AM","12 - 17 Years","14.09705439918","68.1%","58.4%"
"2022 Feb 26 12:00:00 AM","18 - 24 Years","19.26447514396","77%","63%"
"2022 Feb 26 12:00:00 AM","25 - 49 Years","19.11715946456","81.6%","69.3%"
"2022 Feb 26 12:00:00 AM","50 - 64 Years","15.9419336481","92.2%","80.6%"
"2022 Feb 26 12:00:00 AM","65+ Years","15.16115518336","95%","89.2%"
"2022 Feb 25 12:00:00 AM","<2 Years","11.37066414475","0%","0%"
"2022 Feb 25 12:00:00 AM","2 - 4 Years","19.43016364326","0%","0%"
"2022 Feb 25 12:00:00 AM","5 - 11 Years","16.01374654113","33.7%","26.6%"
"2022 Feb 25 12:00:00 AM","12 - 17 Years","16.02379269388","68.1%","58.3%"
"2022 Feb 25 12:00:00 AM","18 - 24 Years","21.26178582304","77%","63%"
"2022 Feb 25 12:00:00 AM","25 - 49 Years","21.12395722709","81.5%","69.3%"
"2022 Feb 25 12:00:00 AM","50 - 64 Years","17.41260262423","92.2%","80.6%"
"2022 Feb 25 12:00:00 AM","65+ Years","16.21953705764","95%","89.2%"
"2022 Feb 24 12:00:00 AM","<2 Years","13.14914946355","0%","0%"
"2022 Feb 24 12:00:00 AM","2 - 4 Years","22.57259914197","0%","0%"
"2022 Feb 24 12:00:00 AM","5 - 11 Years","18.85119339901","33.6%","26.5%"
"2022 Feb 24 12:00:00 AM","12 - 17 Years","18.96815032501","68.1%","58.3%"
"2022 Feb 24 12:00:00 AM","18 - 24 Years","24.58653990729","76.9%","62.9%"
"2022 Feb 24 12:00:00 AM","25 - 49 Years","24.05815984844","81.5%","69.3%"
"2022 Feb 24 12:00:00 AM","50 - 64 Years","19.58069288696","92.2%","80.6%"
"2022 Feb 24 12:00:00 AM","65+ Years","17.61908522398","95%","89.2%"
"2022 Feb 23 12:00:00 AM","<2 Years","13.70895124913","0%","0%"
"2022 Feb 23 12:00:00 AM","2 - 4 Years","23.64731563532","0%","0%"
"2022 Feb 23 12:00:00 AM","5 - 11 Years","20.09213697173","33.5%","26.4%"
"2022 Feb 23 12:00:00 AM","12 - 17 Years","20.03773563206","68%","58.3%"
"2022 Feb 23 12:00:00 AM","18 - 24 Years","25.9867846958","76.9%","62.9%"
"2022 Feb 23 12:00:00 AM","25 - 49 Years","25.52512888057","81.5%","69.2%"
"2022 Feb 23 12:00:00 AM","50 - 64 Years","20.60162502429","92.2%","80.6%"
"2022 Feb 23 12:00:00 AM","65+ Years","18.3341866851","95%","89.2%"
"2022 Feb 22 12:00:00 AM","<2 Years","14.73566735587","0%","0%"
"2022 Feb 22 12:00:00 AM","2 - 4 Years","25.29225360694","0%","0%"
"2022 Feb 22 12:00:00 AM","5 - 11 Years","21.9688695218","33.5%","26.3%"
"2022 Feb 22 12:00:00 AM","12 - 17 Years","22.07240325031","68%","58.2%"
"2022 Feb 22 12:00:00 AM","18 - 24 Years","27.85172922337","76.8%","62.9%"
"2022 Feb 22 12:00:00 AM","25 - 49 Years","27.20519864406","81.4%","69.2%"
"2022 Feb 22 12:00:00 AM","50 - 64 Years","21.81393937015","92.2%","80.6%"
"2022 Feb 22 12:00:00 AM","65+ Years","19.5968455104","95%","89.2%"
"2022 Feb 21 12:00:00 AM","<2 Years","15.50601406081","0%","0%"
"2022 Feb 21 12:00:00 AM","2 - 4 Years","26.55349114458","0%","0%"
"2022 Feb 21 12:00:00 AM","5 - 11 Years","23.43480003121","33.4%","26.2%"
"2022 Feb 21 12:00:00 AM","12 - 17 Years","23.54686628437","68%","58.2%"
"2022 Feb 21 12:00:00 AM","18 - 24 Years","29.2325918254","76.8%","62.8%"
"2022 Feb 21 12:00:00 AM","25 - 49 Years","28.51303659002","81.4%","69.2%"
"2022 Feb 21 12:00:00 AM","50 - 64 Years","22.89412507383","92.2%","80.6%"
"2022 Feb 21 12:00:00 AM","65+ Years","20.64597810488","95%","89.2%"
"2022 Feb 20 12:00:00 AM","<2 Years","16.54883066138","0%","0%"
"2022 Feb 20 12:00:00 AM","2 - 4 Years","28.27481392483","0%","0%"
"2022 Feb 20 12:00:00 AM","5 - 11 Years","24.66821055917","33.3%","26.1%"
"2022 Feb 20 12:00:00 AM","12 - 17 Years","25.07329528903","67.9%","58.1%"
"2022 Feb 20 12:00:00 AM","18 - 24 Years","30.82760395113","76.8%","62.8%"
"2022 Feb 20 12:00:00 AM","25 - 49 Years","29.96082523355","81.4%","69.2%"
"2022 Feb 20 12:00:00 AM","50 - 64 Years","24.27670828849","92.2%","80.5%"
"2022 Feb 20 12:00:00 AM","65+ Years","22.08754442802","95%","89.2%"
"2022 Feb 19 12:00:00 AM","<2 Years","17.45417381462","0%","0%"
"2022 Feb 19 12:00:00 AM","2 - 4 Years","30.28391203056","0%","0%"
"2022 Feb 19 12:00:00 AM","5 - 11 Years","26.09296042391","33.3%","26%"
"2022 Feb 19 12:00:00 AM","12 - 17 Years","26.38443670118","67.9%","58.1%"
"2022 Feb 19 12:00:00 AM","18 - 24 Years","32.32523240825","76.7%","62.8%"
"2022 Feb 19 12:00:00 AM","25 - 49 Years","31.51298164681","81.4%","69.1%"
"2022 Feb 19 12:00:00 AM","50 - 64 Years","25.49401718784","92.1%","80.5%"
"2022 Feb 19 12:00:00 AM","65+ Years","23.01273667318","95%","89.2%"
"2022 Feb 18 12:00:00 AM","<2 Years","17.23619789811","0%","0%"
"2022 Feb 18 12:00:00 AM","2 - 4 Years","30.66938885545","0%","0%"
"2022 Feb 18 12:00:00 AM","5 - 11 Years","25.96891628694","33.2%","25.9%"
"2022 Feb 18 12:00:00 AM","12 - 17 Years","26.22682562551","67.9%","58.1%"
"2022 Feb 18 12:00:00 AM","18 - 24 Years","32.08130050046","76.7%","62.7%"
"2022 Feb 18 12:00:00 AM","25 - 49 Years","31.43533414258","81.3%","69.1%"
"2022 Feb 18 12:00:00 AM","50 - 64 Years","25.63250253446","92.1%","80.5%"
"2022 Feb 18 12:00:00 AM","65+ Years","23.43556089262","95%","89.2%"
"2022 Feb 17 12:00:00 AM","<2 Years","17.89507964574","0%","0%"
"2022 Feb 17 12:00:00 AM","2 - 4 Years","32.36406577222","0%","0%"
"2022 Feb 17 12:00:00 AM","5 - 11 Years","26.89045876202","33.1%","25.7%"
"2022 Feb 17 12:00:00 AM","12 - 17 Years","26.92179910051","67.8%","58%"
"2022 Feb 17 12:00:00 AM","18 - 24 Years","32.97855391322","76.7%","62.7%"
"2022 Feb 17 12:00:00 AM","25 - 49 Years","32.31181176268","81.3%","69.1%"
"2022 Feb 17 12:00:00 AM","50 - 64 Years","26.50609534399","92.1%","80.5%"
"2022 Feb 17 12:00:00 AM","65+ Years","24.62052576759","95%","89.2%"
"2022 Feb 16 12:00:00 AM","<2 Years","18.80289979802","0%","0%"
"2022 Feb 16 12:00:00 AM","2 - 4 Years","33.75497984542","0%","0%"
"2022 Feb 16 12:00:00 AM","5 - 11 Years","28.10980760644","33.1%","25.6%"
"2022 Feb 16 12:00:00 AM","12 - 17 Years","27.92285785291","67.8%","58%"
"2022 Feb 16 12:00:00 AM","18 - 24 Years","33.39077992793","76.6%","62.7%"
"2022 Feb 16 12:00:00 AM","25 - 49 Years","32.76790817592","81.3%","69.1%"
"2022 Feb 16 12:00:00 AM","50 - 64 Years","26.87728147798","92.1%","80.5%"
"2022 Feb 16 12:00:00 AM","65+ Years","25.6207693117","95%","89.2%"
"2022 Feb 15 12:00:00 AM","<2 Years","19.48531303664","0%","0%"
"2022 Feb 15 12:00:00 AM","2 - 4 Years","35.49939570734","0%","0%"
"2022 Feb 15 12:00:00 AM","5 - 11 Years","29.38590538801","33%","25.5%"
"2022 Feb 15 12:00:00 AM","12 - 17 Years","28.86167165151","67.7%","57.9%"
"2022 Feb 15 12:00:00 AM","18 - 24 Years","34.15613992543","76.6%","62.6%"
"2022 Feb 15 12:00:00 AM","25 - 49 Years","34.04757079241","81.2%","69%"
"2022 Feb 15 12:00:00 AM","50 - 64 Years","27.90116494237","92.1%","80.5%"
"2022 Feb 15 12:00:00 AM","65+ Years","26.53195550459","95%","89.1%"
"2022 Feb 14 12:00:00 AM","<2 Years","21.47310477526","0%","0%"
"2022 Feb 14 12:00:00 AM","2 - 4 Years","39.28133192937","0%","0%"
"2022 Feb 14 12:00:00 AM","5 - 11 Years","32.26905271741","32.9%","25.4%"
"2022 Feb 14 12:00:00 AM","12 - 17 Years","31.61415492964","67.7%","57.9%"
"2022 Feb 14 12:00:00 AM","18 - 24 Years","37.53147678901","76.5%","62.6%"
"2022 Feb 14 12:00:00 AM","25 - 49 Years","37.7249142634","81.2%","69%"
"2022 Feb 14 12:00:00 AM","50 - 64 Years","30.96328027889","92.1%","80.5%"
"2022 Feb 14 12:00:00 AM","65+ Years","28.92170513983","95%","89.1%"
"2022 Feb 13 12:00:00 AM","<2 Years","23.51291349397","0%","0%"
"2022 Feb 13 12:00:00 AM","2 - 4 Years","43.50558948502","0%","0%"
"2022 Feb 13 12:00:00 AM","5 - 11 Years","36.29069421085","32.9%","25.3%"
"2022 Feb 13 12:00:00 AM","12 - 17 Years","35.11643292649","67.7%","57.8%"
"2022 Feb 13 12:00:00 AM","18 - 24 Years","41.43296910486","76.5%","62.5%"
"2022 Feb 13 12:00:00 AM","25 - 49 Years","41.94843583481","81.2%","69%"
"2022 Feb 13 12:00:00 AM","50 - 64 Years","34.53801842307","92%","80.4%"
"2022 Feb 13 12:00:00 AM","65+ Years","31.62804440937","95%","89.1%"
"2022 Feb 12 12:00:00 AM","<2 Years","24.15817174682","0%","0%"
"2022 Feb 12 12:00:00 AM","2 - 4 Years","44.73662837739","0%","0%"
"2022 Feb 12 12:00:00 AM","5 - 11 Years","37.43169938981","32.8%","25.2%"
"2022 Feb 12 12:00:00 AM","12 - 17 Years","36.19058667051","67.6%","57.8%"
"2022 Feb 12 12:00:00 AM","18 - 24 Years","42.42618797746","76.5%","62.5%"
"2022 Feb 12 12:00:00 AM","25 - 49 Years","43.17042500693","81.2%","69%"
"2022 Feb 12 12:00:00 AM","50 - 64 Years","35.49561054121","92%","80.4%"
"2022 Feb 12 12:00:00 AM","65+ Years","32.63304472594","95%","89.1%"
"2022 Feb 11 12:00:00 AM","<2 Years","25.72487364673","0%","0%"
"2022 Feb 11 12:00:00 AM","2 - 4 Years","47.77603320401","0%","0%"
"2022 Feb 11 12:00:00 AM","5 - 11 Years","39.6529431867","32.8%","25.1%"
"2022 Feb 11 12:00:00 AM","12 - 17 Years","38.00140087694","67.6%","57.7%"
"2022 Feb 11 12:00:00 AM","18 - 24 Years","44.77568716682","76.4%","62.5%"
"2022 Feb 11 12:00:00 AM","25 - 49 Years","45.59231283465","81.1%","68.9%"
"2022 Feb 11 12:00:00 AM","50 - 64 Years","37.4232811612","92%","80.4%"
"2022 Feb 11 12:00:00 AM","65+ Years","34.16525399113","95%","89.1%"
"2022 Feb 10 12:00:00 AM","<2 Years","27.30767604048","0%","0%"
"2022 Feb 10 12:00:00 AM","2 - 4 Years","50.32870692456","0%","0%"
"2022 Feb 10 12:00:00 AM","5 - 11 Years","42.30909476747","32.6%","24.8%"
"2022 Feb 10 12:00:00 AM","12 - 17 Years","40.60540995335","67.5%","57.6%"
"2022 Feb 10 12:00:00 AM","18 - 24 Years","47.42111925206","76.4%","62.4%"
"2022 Feb 10 12:00:00 AM","25 - 49 Years","49.07481001309","81.1%","68.9%"
"2022 Feb 10 12:00:00 AM","50 - 64 Years","39.90057968967","92%","80.4%"
"2022 Feb 10 12:00:00 AM","65+ Years","35.62399754819","95%","89.1%"
"2022 Feb 09 12:00:00 AM","<2 Years","29.05148337256","0%","0%"
"2022 Feb 09 12:00:00 AM","2 - 4 Years","54.13373622826","0%","0%"
"2022 Feb 09 12:00:00 AM","5 - 11 Years","45.68189000598","32.6%","24.7%"
"2022 Feb 09 12:00:00 AM","12 - 17 Years","43.70794971478","67.5%","57.6%"
"2022 Feb 09 12:00:00 AM","18 - 24 Years","50.8011834782","76.3%","62.4%"
"2022 Feb 09 12:00:00 AM","25 - 49 Years","52.75876741119","81%","68.9%"
"2022 Feb 09 12:00:00 AM","50 - 64 Years","42.68413515683","92%","80.4%"
"2022 Feb 09 12:00:00 AM","65+ Years","37.33167886445","95%","89.1%"
"2022 Feb 08 12:00:00 AM","<2 Years","31.64985537731","0%","0%"
"2022 Feb 08 12:00:00 AM","2 - 4 Years","59.74357868442","0%","0%"
"2022 Feb 08 12:00:00 AM","5 - 11 Years","50.78778774122","32.4%","24.5%"
"2022 Feb 08 12:00:00 AM","12 - 17 Years","48.69154340115","67.4%","57.5%"
"2022 Feb 08 12:00:00 AM","18 - 24 Years","56.36859835809","76.3%","62.3%"
"2022 Feb 08 12:00:00 AM","25 - 49 Years","58.51328082912","81%","68.8%"
"2022 Feb 08 12:00:00 AM","50 - 64 Years","46.84845763739","91.9%","80.4%"
"2022 Feb 08 12:00:00 AM","65+ Years","40.19446309518","95%","89.1%"
"2022 Feb 07 12:00:00 AM","<2 Years","34.7423886928","0%","0%"
"2022 Feb 07 12:00:00 AM","2 - 4 Years","66.32155418003","0%","0%"
"2022 Feb 07 12:00:00 AM","5 - 11 Years","57.21799474447","32.4%","24.3%"
"2022 Feb 07 12:00:00 AM","12 - 17 Years","54.67162740294","67.4%","57.5%"
"2022 Feb 07 12:00:00 AM","18 - 24 Years","61.92419483159","76.2%","62.3%"
"2022 Feb 07 12:00:00 AM","25 - 49 Years","63.90601243435","81%","68.8%"
"2022 Feb 07 12:00:00 AM","50 - 64 Years","50.78212255701","91.9%","80.3%"
"2022 Feb 07 12:00:00 AM","65+ Years","43.26390266316","95%","89.1%"
"2022 Feb 06 12:00:00 AM","<2 Years","37.76432753532","0%","0%"
"2022 Feb 06 12:00:00 AM","2 - 4 Years","73.00966591132","0%","0%"
"2022 Feb 06 12:00:00 AM","5 - 11 Years","63.89327680376","32.3%","24.2%"
"2022 Feb 06 12:00:00 AM","12 - 17 Years","60.89269645522","67.3%","57.4%"
"2022 Feb 06 12:00:00 AM","18 - 24 Years","66.48089959743","76.1%","62.2%"
"2022 Feb 06 12:00:00 AM","25 - 49 Years","68.73338555055","80.9%","68.7%"
"2022 Feb 06 12:00:00 AM","50 - 64 Years","54.43677355695","91.9%","80.3%"
"2022 Feb 06 12:00:00 AM","65+ Years","46.02203789958","95%","89.1%"
"2022 Feb 05 12:00:00 AM","<2 Years","39.9044547156","0%","0%"
"2022 Feb 05 12:00:00 AM","2 - 4 Years","77.3920222569","0%","0%"
"2022 Feb 05 12:00:00 AM","5 - 11 Years","67.67235425607","32.2%","24.1%"
"2022 Feb 05 12:00:00 AM","12 - 17 Years","64.4240982378","67.3%","57.4%"
"2022 Feb 05 12:00:00 AM","18 - 24 Years","69.97820241491","76.1%","62.2%"
"2022 Feb 05 12:00:00 AM","25 - 49 Years","72.25239160662","80.9%","68.7%"
"2022 Feb 05 12:00:00 AM","50 - 64 Years","57.28911764711","91.9%","80.3%"
"2022 Feb 05 12:00:00 AM","65+ Years","48.08489156016","95%","89.1%"
"2022 Feb 04 12:00:00 AM","<2 Years","41.61729955953","0%","0%"
"2022 Feb 04 12:00:00 AM","2 - 4 Years","81.00520134361","0%","0%"
"2022 Feb 04 12:00:00 AM","5 - 11 Years","71.124497566","32.1%","23.9%"
"2022 Feb 04 12:00:00 AM","12 - 17 Years","67.94179470944","67.2%","57.3%"
"2022 Feb 04 12:00:00 AM","18 - 24 Years","73.31997500435","76.1%","62.1%"
"2022 Feb 04 12:00:00 AM","25 - 49 Years","75.6084304988","80.9%","68.7%"
"2022 Feb 04 12:00:00 AM","50 - 64 Years","59.8667612956","91.8%","80.3%"
"2022 Feb 04 12:00:00 AM","65+ Years","50.07427951262","95%","89%"
"2022 Feb 03 12:00:00 AM","<2 Years","45.15816970329","0%","0%"
"2022 Feb 03 12:00:00 AM","2 - 4 Years","88.46071394287","0%","0%"
"2022 Feb 03 12:00:00 AM","5 - 11 Years","78.26281077626","32%","23.6%"
"2022 Feb 03 12:00:00 AM","12 - 17 Years","74.39356982902","67.2%","57.2%"
"2022 Feb 03 12:00:00 AM","18 - 24 Years","78.97437335524","76%","62.1%"
"2022 Feb 03 12:00:00 AM","25 - 49 Years","81.04150705938","80.8%","68.7%"
"2022 Feb 03 12:00:00 AM","50 - 64 Years","64.17093127373","91.8%","80.3%"
"2022 Feb 03 12:00:00 AM","65+ Years","53.41432658104","95%","89%"
"2022 Feb 02 12:00:00 AM","<2 Years","49.30962011318","0%","0%"
"2022 Feb 02 12:00:00 AM","2 - 4 Years","96.48467162952","0%","0%"
"2022 Feb 02 12:00:00 AM","5 - 11 Years","86.71589139784","31.9%","23.4%"
"2022 Feb 02 12:00:00 AM","12 - 17 Years","83.12899238206","67.1%","57.2%"
"2022 Feb 02 12:00:00 AM","18 - 24 Years","86.72819341637","75.9%","62%"
"2022 Feb 02 12:00:00 AM","25 - 49 Years","88.43468705712","80.8%","68.6%"
"2022 Feb 02 12:00:00 AM","50 - 64 Years","69.95575933495","91.8%","80.2%"
"2022 Feb 02 12:00:00 AM","65+ Years","57.58786589203","95%","89%"
"2022 Feb 01 12:00:00 AM","<2 Years","54.4630166393","0%","0%"
"2022 Feb 01 12:00:00 AM","2 - 4 Years","107.51428271574","0%","0%"
"2022 Feb 01 12:00:00 AM","5 - 11 Years","97.81156411963","31.8%","23.2%"
"2022 Feb 01 12:00:00 AM","12 - 17 Years","94.11151487274","67.1%","57.1%"
"2022 Feb 01 12:00:00 AM","18 - 24 Years","97.60018181815","75.9%","62%"
"2022 Feb 01 12:00:00 AM","25 - 49 Years","99.52505230717","80.7%","68.6%"
"2022 Feb 01 12:00:00 AM","50 - 64 Years","77.15858653555","91.8%","80.2%"
"2022 Feb 01 12:00:00 AM","65+ Years","61.84015621389","95%","89%"
"2022 Jan 31 12:00:00 AM","<2 Years","57.03042615592","0%","0%"
"2022 Jan 31 12:00:00 AM","2 - 4 Years","113.3941365884","0%","0%"
"2022 Jan 31 12:00:00 AM","5 - 11 Years","104.87605349129","31.7%","23%"
"2022 Jan 31 12:00:00 AM","12 - 17 Years","102.0097713499","67%","57%"
"2022 Jan 31 12:00:00 AM","18 - 24 Years","103.66680618374","75.8%","61.9%"
"2022 Jan 31 12:00:00 AM","25 - 49 Years","106.02469075287","80.7%","68.5%"
"2022 Jan 31 12:00:00 AM","50 - 64 Years","81.68614926955","91.7%","80.2%"
"2022 Jan 31 12:00:00 AM","65+ Years","64.18524504095","95%","89%"
"2022 Jan 30 12:00:00 AM","<2 Years","61.72062385946","0%","0%"
"2022 Jan 30 12:00:00 AM","2 - 4 Years","123.00263495615","0%","0%"
"2022 Jan 30 12:00:00 AM","5 - 11 Years","115.44642189213","31.6%","22.9%"
"2022 Jan 30 12:00:00 AM","12 - 17 Years","113.07623887002","66.9%","57%"
"2022 Jan 30 12:00:00 AM","18 - 24 Years","114.19936995414","75.7%","61.9%"
"2022 Jan 30 12:00:00 AM","25 - 49 Years","117.3614909269","80.6%","68.5%"
"2022 Jan 30 12:00:00 AM","50 - 64 Years","90.02818871501","91.7%","80.2%"
"2022 Jan 30 12:00:00 AM","65+ Years","69.16267889914","95%","89%"
"2022 Jan 29 12:00:00 AM","<2 Years","63.80873405966","0%","0%"
"2022 Jan 29 12:00:00 AM","2 - 4 Years","127.35656904735","0%","0%"
"2022 Jan 29 12:00:00 AM","5 - 11 Years","119.6950591342","31.5%","22.8%"
"2022 Jan 29 12:00:00 AM","12 - 17 Years","118.28425702285","66.9%","56.9%"
"2022 Jan 29 12:00:00 AM","18 - 24 Years","118.75891113751","75.7%","61.9%"
"2022 Jan 29 12:00:00 AM","25 - 49 Years","122.40527173801","80.6%","68.5%"
"2022 Jan 29 12:00:00 AM","50 - 64 Years","93.36863689573","91.7%","80.2%"
"2022 Jan 29 12:00:00 AM","65+ Years","70.99218644362","95%","89%"
"2022 Jan 28 12:00:00 AM","<2 Years","67.0201633296","0%","0%"
"2022 Jan 28 12:00:00 AM","2 - 4 Years","133.94875567015","0%","0%"
"2022 Jan 28 12:00:00 AM","5 - 11 Years","125.83549501586","31.4%","22.6%"
"2022 Jan 28 12:00:00 AM","12 - 17 Years","125.50981115526","66.9%","56.9%"
"2022 Jan 28 12:00:00 AM","18 - 24 Years","125.03826681803","75.7%","61.8%"
"2022 Jan 28 12:00:00 AM","25 - 49 Years","129.26126857619","80.6%","68.4%"
"2022 Jan 28 12:00:00 AM","50 - 64 Years","97.81333544691","91.7%","80.1%"
"2022 Jan 28 12:00:00 AM","65+ Years","73.54895164553","95%","89%"
"2022 Jan 27 12:00:00 AM","<2 Years","71.08615727222","0%","0%"
"2022 Jan 27 12:00:00 AM","2 - 4 Years","142.39371799965","0%","0%"
"2022 Jan 27 12:00:00 AM","5 - 11 Years","134.82191520612","31.2%","22.3%"
"2022 Jan 27 12:00:00 AM","12 - 17 Years","137.28438640669","66.8%","56.8%"
"2022 Jan 27 12:00:00 AM","18 - 24 Years","134.37717154354","75.6%","61.8%"
"2022 Jan 27 12:00:00 AM","25 - 49 Years","138.72275585855","80.5%","68.4%"
"2022 Jan 27 12:00:00 AM","50 - 64 Years","104.20931523455","91.6%","80.1%"
"2022 Jan 27 12:00:00 AM","65+ Years","77.3054805701","95%","89%"
"2022 Jan 26 12:00:00 AM","<2 Years","76.11570384578","0%","0%"
"2022 Jan 26 12:00:00 AM","2 - 4 Years","153.67380020249","0%","0%"
